,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,file_name,utm_hemisphere,utm_zone,area_utm_easting_meters,area_utm_northing_meters,context_number,find_number,shape_description,inclusion_size,inclusion_colors,inclusion_types,porosity,exterior_surface,interior_surface,exterior_decoration,wall_thickness,manufacture,burning,fabric_group_name,encrustation,deterioration,fabric_group_examplar,volume_millimeter_cubed,weight_grams,xrf_group,type_group,xmin
489,489,489,489,489,489,489,478130_4419430_3_229,N,38,478130,4419430,3,229,,small,black,sand,medium,slipped,smoothed,,medium,wheelmade,,brown dark medium-1,small interior,,0,,,,,87490
490,490,490,490,490,490,490,478130_4419430_3_230,N,38,478130,4419430,3,230,,medium,black and white,sand,medium,smoothed,encrusted,,medium,wheelmade,,brown dark medium-1,small interior,partial exterior,0,,,,,16089
491,491,491,491,491,491,491,478130_4419430_3_231,N,38,478130,4419430,3,231,,medium,black,sand,medium,smoothed,smoothed,,thick,wheelmade,,brown dark medium-1,large exterior,,0,,,,,15410
492,492,492,492,492,492,492,478130_4419430_3_232,N,38,478130,4419430,3,232,,small,black,sand,low,smoothed,rough,,,handmade,,orange medium-2,,,0,,,,,87129
493,493,493,493,493,493,493,478130_4419430_3_233,N,38,478130,4419430,3,233,,coarse,black and white,sand,medium,smoothed,smoothed,,,handmade,,reddish coarse,,,0,,,,,87127
494,494,494,494,494,494,494,478130_4419430_3_234,N,38,478130,4419430,3,234,,fine,black,sand,low,slipped,smoothed,,thin,wheelmade,small interior,reddish grey medium,,,0,,,,,87131
495,495,495,495,495,495,495,478130_4419430_3_235,N,38,478130,4419430,3,235,,medium,black,sand,medium,smoothed and rough,smoothed,wave line,,handmade,,grey medium,,,0,,,,,25186
496,496,496,496,496,496,496,478130_4419430_3_236,N,38,478130,4419430,3,236,jar body curve,fine,black and red,sand,low,slipped with striations,smoothed,incised lines,thin,built,,reddish fine,small interior,,0,,,,,37936
497,497,497,497,497,497,497,478130_4419430_3_237,N,38,478130,4419430,3,237,pithos body,coarse,black and white,sand,medium,smoothed,rough,,,handmade,,reddish coarse,,small exterior,0,,,,,87137
498,498,498,498,498,498,498,478130_4419430_3_238,N,38,478130,4419430,3,238,carination,medium,black,sand,low,smoothed and rough,rough and encrusted,,,handmade,exterior,brown light medium-1,partial,interior and exterior,0,,,,,25188
499,499,499,499,499,499,499,478130_4419430_3_239,N,38,478130,4419430,3,239,carination,fine,black and white,sand,low,burnished,smoothed,,,built,,grey fine,,,0,,,,,25190
500,500,500,500,500,500,500,478130_4419430_3_240,N,38,478130,4419430,3,240,,medium,"black, white and grey",sand,medium,smoothed and rough,rough,,,handmade,,yellowish brown medium,,,0,,,,,86969
501,501,501,501,501,501,501,478130_4419430_3_241,N,38,478130,4419430,3,241,,medium,"black, white and grey",sand,medium,burnished and cracked,smoothed,,,handmade,,reddish brown medium-1,,,0,,,,,37944
502,502,502,502,502,502,502,478130_4419430_3_242,N,38,478130,4419430,3,242,,medium,white and grey,sand,medium,slipped,rough,,,handmade,interior,grey dark medium,,,0,,,,,25192
503,503,503,503,503,503,503,478130_4419430_3_243,N,38,478130,4419430,3,243,,coarse,black and white,sand,high,smoothed,rough,,,wheelmade,,reddish brown coarse-2,,large inerior,0,,,,,86967
504,504,504,504,504,504,504,478130_4419430_3_244,N,38,478130,4419430,3,244,pithos body,medium,grey,sand,medium,smoothed with encrusted,smoothed,,,wheelmade,,reddish coarse,large exterior,,0,,,,,87139
505,505,505,505,505,505,505,478130_4419430_3_245,N,38,478130,4419430,3,245,,medium,"black, white and grey",sand,medium,burnished and cracked,smoothed,,,handmade,exterior,reddish brown medium-1,,large exterior,0,,,,,37946
506,506,506,506,506,506,506,478130_4419430_3_246,N,38,478130,4419430,3,246,,medium,black,sand and organic,medium,smoothed and deteriorated,rough,,,handmade,,brown light medium-1,partial exterior,,0,,,,,31083
507,507,507,507,507,507,507,478130_4419430_3_247,N,38,478130,4419430,3,247,pithos body,medium,black,sand,low,smoothed with encrusted,rough,,,handmade,,yellowish brown medium,partial exterior,,0,,,,,86965
508,508,508,508,508,508,508,478130_4419430_3_248,N,38,478130,4419430,3,248,,coarse,"black, white and grey",sand,high,rough,smoothed,,,wheelmade,,reddish brown medium-3,,,1,,,,,86987
509,509,509,509,509,509,509,478130_4419430_3_249,N,38,478130,4419430,3,249,,coarse,black and white,sand,high,rough,rough,,,handmade,small exterior,orange light coarse,partial exterior,,0,,,,,87141
510,510,510,510,510,510,510,478130_4419430_3_250,N,38,478130,4419430,3,250,carination,medium,black and white,sand,high,smoothed with striations,rough,,,wheelmade,,reddish brown medium,,large inerior,0,,,,,87143
511,511,511,511,511,511,511,478130_4419430_3_251,N,38,478130,4419430,3,251,carination,medium,black,sand,medium,rough,rough,,,wheelmade,interior,grey dark medium,,large exterior,0,,,,,25196
512,512,512,512,512,512,512,478130_4419430_3_252,N,38,478130,4419430,3,252,carination,small,black red and white,sand,high,rough,smoothed,,,handmade,exterior,grey fine,,large exterior,0,,,,,25198
513,513,513,513,513,513,513,478130_4419430_3_253,N,38,478130,4419430,3,253,,coarse,black and white,sand,high,rough,rough,groove lines,,handmade,,yellowish brown medium,,parital interior and exterior,0,,,,,86971
514,514,514,514,514,514,514,478130_4419430_3_254,N,38,478130,4419430,3,254,pithos body,medium,black and red,sand,medium,slipped with striations,,,,wheelmade,,reddish brown medium-1,,,0,,,,,31101
515,515,515,515,515,515,515,478130_4419430_3_255,N,38,478130,4419430,3,255,carination,medium,black,sand,high,smoothed with striations,rough,,,wheelmade,both sides,grey medium,,partial interior,0,,,,,25200
516,516,516,516,516,516,516,478130_4419430_3_256,N,38,478130,4419430,3,256,jar body curve,coarse,black and gray,sand,high,smoothed,smoothed,,,wheelmade,,brown dark coarse-1,,,0,,,,,25202
517,517,517,517,517,517,517,478130_4419430_3_258,N,38,478130,4419430,3,258,carination,medium,black and white,sand,medium,smoothed,smoothed,,,handmade,,brown light medium-1,,,0,,,,,31107
518,518,518,518,518,518,518,478130_4419430_3_259,N,38,478130,4419430,3,259,carination,small,white and grey,sand,high,rough,rough,,,handmade,exterior,grey medium,,large exerior,0,,,,,85929
519,519,519,519,519,519,519,478130_4419430_3_260,N,38,478130,4419430,3,260,carination,medium,black,sand,medium,rough,smoothed,,,handmade,exterior,brown dark medium-2,,large exerior,0,,,,,25206
520,520,520,520,520,520,520,478130_4419430_3_261,N,38,478130,4419430,3,261,carination,medium,black and gray,sand,low,smoothed and rough,smoothed,,,handmade,exterior,grey medium,,,0,,,,,25208
521,521,521,521,521,521,521,478130_4419430_3_262,N,38,478130,4419430,3,262,jar carination,medium,black red and white,sand,high,smoothed and deteriorated,rough,,,handmade,both sides,brown light medium-1,,large exterior,0,,,,,25216
522,522,522,522,522,522,522,478130_4419430_3_263,N,38,478130,4419430,3,263,jar body curve,small,"black, white and red",sand,medium,smoothed but deteriorated,smoothed,,,wheelmade,exterior,reddish brown medium-1,,partial exterior,0,,,,,31103
523,523,523,523,523,523,523,478130_4419430_3_264,N,38,478130,4419430,3,264,carination,coarse,"black, white and grey",sand,high,rough,smoothed,,,handmade,,brown dark medium-2,,large exterior,0,,,,,31099
524,524,524,524,524,524,524,478130_4419430_3_265,N,38,478130,4419430,3,265,carination,medium,"black, white and red",sand,medium,smoothed with striations,rough,groove lines,,wheelmade,,black medium,,,0,,,,,38084
525,525,525,525,525,525,525,478130_4419430_3_266,N,38,478130,4419430,3,266,carination,medium,black and white,sand,medium,smoothed,rough,,,handmade,,reddish coarse,,,0,,,,,86943
526,526,526,526,526,526,526,478130_4419430_3_267,N,38,478130,4419430,3,267,jar body curve,small,black,sand,low,smoothed with encrusted,smoothed,,,handmade,,brown light medium-1,large exterior,,0,,,,,73647
527,527,527,527,527,527,527,478130_4419430_3_268,N,38,478130,4419430,3,268,,small,black,sand,medium,smoothed,smoothed,,,handmade,both sides,black fine,,,0,,,,,38086
528,528,528,528,528,528,528,478130_4419430_3_269,N,38,478130,4419430,3,269,,medium,black,sand,medium,smoothed,smoothed,,,handmade,,black medium,large exterior,,0,,,,,38088
529,529,529,529,529,529,529,478130_4419430_3_270,N,38,478130,4419430,3,270,pithos body,fine,black,sand,medium,smoothed,rough,,,wheelmade,,reddish medium,,,0,,,,,85919
530,530,530,530,530,530,530,478130_4419430_3_271,N,38,478130,4419430,3,271,pithos body,small,black and white,sand,medium,smoothed and deteriorated,rough,,,wheelmade,exterior,reddish brown dark medium,,large inerior,0,,,,,87486
531,531,531,531,531,531,531,478130_4419430_3_272,N,38,478130,4419430,3,272,,coarse,black and white,sand and organic,high,smoothed and deteriorated,smoothed,,,handmade,exterior,brown dark coarse-1,,,0,,,,,31109
532,532,532,532,532,532,532,478130_4419430_3_273,N,38,478130,4419430,3,273,,medium,"black, white and grey",sand and organic,high,rough,smoothed,,,handmade,both sides,brown dark coarse-1,,,0,,,,,31111
533,533,533,533,533,533,533,478130_4419430_3_274,N,38,478130,4419430,3,274,,medium,white and grey,sand,medium,rough,rough,,,handmade,,grey dark coarse-2,,interior and exterior,0,,,,,87476
534,534,534,534,534,534,534,478130_4419430_3_275,N,38,478130,4419430,3,275,,small,white and grey,sand,medium,rough,smoothed,,,built,exterior,grey fine,,large exterior,0,,,,,25222
535,535,535,535,535,535,535,478130_4419430_3_276,N,38,478130,4419430,3,276,,coarse,"black, white and grey",sand,high,rough,smoothed,,,handmade,,brown dark coarse-1,,,0,,,,,31115
536,536,536,536,536,536,536,478130_4419430_3_277,N,38,478130,4419430,3,277,,small,white and grey,sand,medium,smoothed and deteriorated,smoothed,,,built,,brown dark medium-2,,small exterior,0,,,,,25224
537,537,537,537,537,537,537,478130_4419430_3_278,N,38,478130,4419430,3,278,jar carination,medium,black and white,sand,medium,smoothed,smoothed,,,wheelmade,exterior,brown medium-1,,partial exterior,0,,,,,85931
538,538,538,538,538,538,538,478130_4419430_3_279,N,38,478130,4419430,3,279,,small,black and white,sand and organic,high,smoothed and rough,smoothed,,,handmade,,brown light medium-1,,,0,,,,,25226
539,539,539,539,539,539,539,478130_4419430_3_280,N,38,478130,4419430,3,280,pithos body,fine,black red and white,sand,medium,burnished,smoothed,,,wheelmade,exterior,reddish dark fine,,,0,,,,,87484
540,540,540,540,540,540,540,478130_4419430_3_281,N,38,478130,4419430,3,281,,medium,black,sand,medium,smoothed,smoothed,,,handmade,,brown light medium-3,,,0,,,,,87488
541,541,541,541,541,541,541,478130_4419430_3_282,N,38,478130,4419430,3,282,,medium,,sand,low,burnished,smoothed,,,handmade,,brown dark medium-1,,,0,,,,,31121
542,542,542,542,542,542,542,478130_4419430_3_283,N,38,478130,4419430,3,283,,medium,white and grey,sand,high,rough,rough,,,handmade,exterior,brown dark medium-2,,,0,,,,,25230
543,543,543,543,543,543,543,478130_4419430_3_284,N,38,478130,4419430,3,284,,coarse,"black, white and grey",sand,high,rough,rough,,,handmade,interior,grey dark coarse,,large exterior,0,,,,,87478
544,544,544,544,544,544,544,478130_4419430_3_285,N,38,478130,4419430,3,285,,coarse,black,sand,high,smoothed,smoothed,,,handmade,,grey coarse,small exterior,,0,,,,,25238
545,545,545,545,545,545,545,478130_4419430_3_286,N,38,478130,4419430,3,286,,coarse,black and gray,sand,high,rough,smoothed,,,handmade,both sides,brown dark coarse,,,0,,,,,87480
546,546,546,546,546,546,546,478130_4419430_3_287,N,38,478130,4419430,3,287,,medium,black,sand,high,rough,smoothed,,,handmade,,brown dark coarse-1,,large exerior,0,,,,,25234
547,547,547,547,547,547,547,478130_4419430_3_288,N,38,478130,4419430,3,288,,fine,black,,low,slipped and burnished,smoothed,,,handmade,interior,black fine,,,0,,,,,38090
548,548,548,548,548,548,548,478130_4419430_3_289,N,38,478130,4419430,3,289,,medium,black and white,sand,medium,smoothed,rough,,,built,,brown light medium-1,,large interior,0,,,,,31123
549,549,549,549,549,549,549,478130_4419430_3_290,N,38,478130,4419430,3,290,,medium,black and white,sand,medium,smoothed,rough,,,handmade,,brown dark coarse-1,,,0,,,,,31117
550,550,550,550,550,550,550,478130_4419430_3_291,N,38,478130,4419430,3,291,,small,white,sand,high,smoothed,smoothed,,,handmade,interior,reddish brown fine,,,0,,,,,87482
551,551,551,551,551,551,551,478130_4419430_3_292,N,38,478130,4419430,3,292,,coarse,white and grey,sand,medium,smoothed,smoothed,Raised band,,handmade,both sides,black coarse,,,0,,,,,38092
552,552,552,552,552,552,552,478130_4419430_3_293,N,38,478130,4419430,3,293,,small,black and white,sand,low,rough,,,,handmade,exterior,grey dark fine,,,0,,,,,25246
553,553,553,553,553,553,553,478130_4419430_3_294,N,38,478130,4419430,3,294,,medium,red and grey,sand,medium,slipped with striations,rough,,,handmade,,brown light medium-1,,large interior,0,,,,,31127
554,554,554,554,554,554,554,478130_4419430_3_295,N,38,478130,4419430,3,295,pithos body,medium,"black, white and grey",sand,medium,smoothed,smoothed,,,wheelmade,small both sides,brown dark medium-1,,,0,,,,,25248
555,555,555,555,555,555,555,478130_4419430_3_296,N,38,478130,4419430,3,296,,medium,black,sand,medium,rough,rough,,,handmade,,brown light medium-1,,large interior,0,,,,,31125
556,556,556,556,556,556,556,478130_4419430_3_297,N,38,478130,4419430,3,297,,medium,"black, white and grey",sand,medium,burnished,rough and encrusted,,,handmade,,grey medium,,large interior and exterior,0,,,,,25250
557,557,557,557,557,557,557,478130_4419430_3_298,N,38,478130,4419430,3,298,curved,small,black and white,sand,medium,slipped with striations,smoothed,incised lines and groove lines,,wheelmade,,slipped grey medium,,,0,,,,,31129
558,558,558,558,558,558,558,478130_4419430_3_299,N,38,478130,4419430,3,299,,small,"black, white and grey",sand,medium,smoothed with encrusted,rough,,,handmade,,reddish brown medium-1,large exterior,large interior,0,,,,,85921
559,559,559,559,559,559,559,478130_4419430_3_300,N,38,478130,4419430,3,300,curved,small,black,sand,medium,slipped,rough,,,wheelmade,,brown light medium-1,,,0,,,,,73633
560,560,560,560,560,560,560,478130_4419430_3_301,N,38,478130,4419430,3,301,,small,black,sand,medium,smoothed,rough,,,handmade,,brown light medium-1,,large interior and exterior,0,,,,,31135
561,561,561,561,561,561,561,478130_4419430_3_302,N,38,478130,4419430,3,302,pithos body,medium,white and grey,sand,medium,smoothed,rough,,,handmade,,reddish brown coarse-2,,small exterior,0,,,,,85923
562,562,562,562,562,562,562,478130_4419430_3_303,N,38,478130,4419430,3,303,,small,black,sand,medium,smoothed,rough,impressed,,handmade,,brown medium-1,,large interior,0,,,,,85925
563,563,563,563,563,563,563,478130_4419430_3_304,N,38,478130,4419430,3,304,pithos body,medium,white and grey,sand,medium,slipped and burnished,rough,,,handmade,,brown medium-1,,large interior,0,,,,,85927
564,564,564,564,564,564,564,478130_4419430_3_305,N,38,478130,4419430,3,305,pithos body,small,black and white,sand,medium,burnished,smoothed,,,wheelmade,,grey medium,small exterior,,0,,,,,25256
565,565,565,565,565,565,565,478130_4419430_3_306,N,38,478130,4419430,3,306,,small,white,sand,medium,burnished,smoothed,,,handmade,,grey fine,,,0,,,,,25258
566,566,566,566,566,566,566,478130_4419430_3_307,N,38,478130,4419430,3,307,curved,small,white,sand,low,burnished,smoothed,,,wheelmade,,grey fine,,,0,,,,,25260
567,567,567,567,567,567,567,478130_4419430_3_308,N,38,478130,4419430,3,308,,small,white and grey,sand,high,smoothed,smoothed,,,handmade,,brown fine,,,0,,,,,31139
568,568,568,568,568,568,568,478130_4419430_3_309,N,38,478130,4419430,3,309,,small,white and grey,sand,high,smoothed,smoothed,groove lines,,handmade,,brown dark fine,,,0,,,,,31141
569,569,569,569,569,569,569,478130_4419430_3_310,N,38,478130,4419430,3,310,,medium,black and white,sand,high,rough,rough,,,handmade,,brown dark medium-1,,,0,,,,,31145
570,570,570,570,570,570,570,478130_4419430_3_311,N,38,478130,4419430,3,311,,medium,white and grey,sand,medium,smoothed and rough,rough,,,handmade,,brown dark medium-1,,small exterior,0,,,,,31143
571,571,571,571,571,571,571,478130_4419430_3_312,N,38,478130,4419430,3,312,,medium,black,sand,medium,smoothed,smoothed,,,handmade,,reddish coarse,,,0,,,,,37950
572,572,572,572,572,572,572,478130_4419430_3_313,N,38,478130,4419430,3,313,,coarse,red and grey,sand,medium,smoothed with striations,rough,,,wheelmade,,reddish coarse,partial exterior,,0,,,,,37952
573,573,573,573,573,573,573,478130_4419430_3_314,N,38,478130,4419430,3,314,,medium,black,sand,medium,smoothed with encrusted,smoothed and deteriorated,,,handmade,,reddish medium-2,partial exterior,partial interior,0,,,,,73587
574,574,574,574,574,574,574,478130_4419430_3_315,N,38,478130,4419430,3,315,,medium,black red and white,sand,high,smoothed,rough,groove lines,,handmade,,reddish brown medium-1,,large interior,0,,,,,31207
575,575,575,575,575,575,575,478130_4419430_3_316,N,38,478130,4419430,3,316,,fine,black,sand,low,smoothed with striations,smoothed,,,wheelmade,both sides,black fine,partial exterior,,0,,,,,86732
576,576,576,576,576,576,576,478130_4419430_3_317,N,38,478130,4419430,3,317,,medium,black,sand,medium,smoothed,smoothed,,,handmade,,grey medium,,,0,,,,,25264
577,577,577,577,577,577,577,478130_4419430_3_318,N,38,478130,4419430,3,318,,small,red and grey,sand,high,smoothed and deteriorated,rough,,,handmade,,reddish brown medium-1,large exterior,parital interior and exterior,0,,,,,31211
578,578,578,578,578,578,578,478130_4419430_3_319,N,38,478130,4419430,3,319,,small,black,sand,medium,smoothed and rough,smoothed and deteriorated,,,handmade,exterior,yellowish brown medium,,large interior,0,,,,,31213
579,579,579,579,579,579,579,478130_4419430_3_320,N,38,478130,4419430,3,320,,small,black,sand,medium,slipped and burnished,smoothed,,,wheelmade,,brown fine,,,0,,,,,25266
580,580,580,580,580,580,580,478130_4419430_3_321,N,38,478130,4419430,3,321,,small,black,sand,medium,smoothed,smoothed,,,handmade,,brown medium,partial exterior,partial exterior,0,,,,,86717
581,581,581,581,581,581,581,478130_4419430_3_322,N,38,478130,4419430,3,322,,coarse,black,sand,high,rough,striations,,,wheelmade,exterior,black coarse,small exterior,large exterior,0,,,,,38094
